#S 2  zapline mono 16.3912 14.118 2709 100 
#D Wed Sep 25 11:09:41 2024
energy_offset(keV) muT mon_2 ion_1_1
7.28513 -0.1262905697674967 22897.9 25980.3
7.28563 -0.12628873404713126 22888.8 25969.8
7.28613 -0.12608538484672327 22878.0 25952.4
7.28663 -0.12605016331814753 22860.5 25931.6
7.28713 -0.12632097080642232 22858.5 25936.3
7.28763 -0.12634461647932005 22828.0 25902.3
7.28813 -0.12654963291725965 22818.0 25896.3
7.28863 -0.12721534917901056 22761.3 25849.1
7.28913 -0.12816027319643572 22697.6 25801.1
7.28963 -0.12919264170582426 22588.9 25704.0
7.29013 -0.13035740223492853 22364.9 25478.8
7.29063 -0.13163394730618014 21774.7 24837.8
7.29113 -0.13361549061249764 20265.1 23161.0
7.29163 -0.13583905488251546 18799.2 21533.9
7.29213 -0.13748807053653997 20966.0 24057.1
7.29263 -0.1393704911678022 22767.8 26173.1
7.29313 -0.14130773515204495 23143.5 26656.2
7.29363 -0.14387384439204612 23183.4 26770.8
7.29413 -0.14599003133279498 23175.7 26818.5
7.29463 -0.14836509681699803 23165.0 26870.0
7.29513 -0.15072308994797118 23153.6 26920.2
7.29563 -0.15304451991884924 23145.7 26973.5
7.29613 -0.15544808703597032 23139.5 27031.2
7.29663 -0.15800236045648955 23131.4 27090.7
7.29713 -0.16027193631935885 23126.1 27146.1
7.29763 -0.16225901796346381 23116.9 27189.3
7.29813 -0.16433242511582077 23113.0 27241.2
7.29863 -0.16637542480107717 23116.3 27300.8
7.29913 -0.16851352797824845 23114.8 27357.4
7.29963 -0.17022565229879813 23110.7 27399.5
7.30013 -0.17212018955360175 23096.0 27433.9
7.30063 -0.17419820224844076 23115.3 27514.0
7.30113 -0.17565905299078585 23126.0 27566.9
7.30163 -0.17730621120268034 23114.8 27599.0
7.30213 -0.17887988734141902 23111.9 27639.0
7.30263 -0.18030703629327915 23106.0 27671.4
7.30313 -0.18153480647984221 23107.2 27706.8
7.30363 -0.18319403874159224 23106.1 27751.5
7.30413 -0.18461762048410604 23104.6 27789.3
7.30463 -0.1856387496373315 23110.5 27824.8
7.30513 -0.18655720286192182 23113.9 27854.5
7.30563 -0.1875850058305738 23116.8 27886.5
7.30613 -0.18871928577797253 23110.4 27910.5
7.30663 -0.18964931348185893 23111.0 27937.2
7.30713 -0.19039473613752758 23117.7 27966.2
7.30763 -0.19144355507642663 23115.4 27992.7
7.30813 -0.19221705568116526 23113.1 28011.5
7.30863 -0.19239555617216406 23118.1 28022.6
7.30913 -0.19321759692337195 23121.6 28049.9
7.30963 -0.19370800125700494 23117.5 28058.6
7.31013 -0.1941001223979728 23115.5 28067.3
7.31063 -0.19437694807099498 23117.9 28077.9
7.31113 -0.19492439457020846 23117.9 28093.3
7.31163 -0.19521483985131605 23111.5 28093.7
7.31213 -0.19558816528364925 23109.9 28102.3
7.31263 -0.19570506588334854 23121.4 28119.5
7.31313 -0.19575139194305438 23125.3 28125.5
7.31363 -0.1962029910364875 23130.6 28144.7
7.31413 -0.19674854391062632 23118.7 28145.6
7.31463 -0.1970820471870189 23123.0 28160.3
7.31513 -0.19760917858654925 23127.6 28180.7
7.31563 -0.19770119905453537 23128.9 28184.9
7.31613 -0.1982258154359083 23131.7 28203.1
7.31663 -0.19898715340254997 23119.5 28209.6
7.31713 -0.19934100042096914 23133.8 28237.1
7.31763 -0.19980233179163373 23124.9 28239.3
7.31813 -0.20024067637724063 23121.0 28246.9
7.31863 -0.20063569485176946 23120.0 28256.8
7.31913 -0.201009220668153 23124.8 28273.3
7.31963 -0.2016254221154881 23126.2 28292.3
7.32013 -0.20220658889478557 23121.7 28303.3
7.32063 -0.20251044496882104 23127.6 28319.1
7.32113 -0.20309583249634183 23131.8 28340.9
7.32163 -0.20358937756395518 23128.4 28350.7
7.32213 -0.2038525077278626 23124.5 28353.3
7.32263 -0.2041645270196739 23127.3 28365.7
7.32313 -0.20444408933567587 23128.0 28374.4
7.32363 -0.205241603868832 23133.8 28404.2
7.32413 -0.20527637670450982 23129.8 28400.3
7.32463 -0.20595606405711064 23123.2 28411.4
7.32513 -0.20601972825614923 23135.3 28428.1
7.32563 -0.20653307881998967 23131.6 28438.2
7.32613 -0.20700800022134275 23134.8 28455.7
7.32663 -0.20747527880909022 23137.0 28471.6
7.32713 -0.2077478272864567 23137.0 28479.4
7.32763 -0.20815879674196394 23131.4 28484.2
7.32813 -0.2085785093932569 23128.1 28492.1
7.32863 -0.20899129762166901 23138.4 28516.5
7.32913 -0.20962561220796833 23139.6 28536.1
7.32963 -0.20995461573571675 23133.5 28538.0
7.33013 -0.2106825734371697 23129.0 28553.2
7.33063 -0.21141022867699696 23136.8 28583.7
7.33113 -0.2119149376829139 23137.3 28598.7
7.33163 -0.21285877082879165 23133.2 28620.7
7.33213 -0.21333446100493483 23135.0 28636.4
7.33263 -0.21408201596930015 23132.9 28655.2
7.33313 -0.21486471808414953 23128.5 28672.3
7.33363 -0.21575984019143163 23104.8 28668.5
7.33413 -0.21651969239713661 23106.2 28692.1
7.33463 -0.21748930650259113 23095.3 28706.3
7.33513 -0.21786817172707096 23072.4 28688.8
7.33563 -0.2184303601850493 23010.7 28628.1
7.33613 -0.21915478824607104 22890.4 28499.1
7.33663 -0.2197184193105137 22560.3 28103.9
7.33713 -0.22039931323987116 21796.0 27170.1
7.33763 -0.22099251524340818 22281.2 27791.9
7.33813 -0.22102876101703564 23153.8 28881.0
7.33863 -0.22161551657751408 23325.4 29112.3
7.33913 -0.22213662637177886 23304.9 29101.8
7.33963 -0.22192903755659296 23282.3 29067.6
7.34013 -0.2222645794209593 23252.8 29040.5
7.34063 -0.22257689976765183 23253.0 29049.7
7.34113 -0.2220637781301315 23250.0 29031.1
7.34163 -0.22219546974300058 23249.2 29034.0
7.34213 -0.22179438937638593 23253.4 29027.6
7.34263 -0.2216762576032002 23260.6 29033.1
7.34313 -0.2214571202677286 23241.7 29003.2
7.34363 -0.22107993044471966 23243.2 28994.1
7.34413 -0.2205567171401446 23249.9 28987.3
7.34463 -0.2201360595411624 23242.8 28966.3
7.34513 -0.21972925305315658 23236.0 28946.0
7.34563 -0.219053040655786 23244.8 28937.4
7.34613 -0.2183201716133315 23247.0 28918.9
7.34663 -0.21737106502105868 23246.3 28890.7
7.34713 -0.21685436516237616 23240.4 28868.3
7.34763 -0.21647006409084135 23245.6 28863.8
7.34813 -0.2160858137754848 23252.1 28860.7
7.34863 -0.215283808109906 23245.9 28829.9
7.34913 -0.21451617405439677 23250.7 28813.7
7.34963 -0.21441397842159093 23238.2 28795.3
7.35013 -0.2136956114990442 23230.3 28764.8
7.35063 -0.21268409329467253 23247.2 28756.7
7.35113 -0.21227869617959855 23251.3 28750.1
7.35163 -0.21142037627780963 23258.0 28733.7
7.35213 -0.21110369738625878 23259.4 28726.3
7.35263 -0.2106676616011065 23262.4 28717.5
7.35313 -0.21043362407439464 23254.1 28700.5
7.35363 -0.20987568231079665 23250.1 28679.5
7.35413 -0.20952253104412658 23259.7 28681.3
7.35463 -0.2090588498987651 23258.1 28666.0
7.35513 -0.2085996943108621 23265.3 28661.7
7.35563 -0.20844954824123202 23260.1 28651.0
7.35613 -0.2080450875164514 23262.4 28642.3
7.35663 -0.20777352130393478 23260.1 28631.6
7.35713 -0.20748933235285763 23268.2 28633.5
7.35763 -0.20735658174621582 23261.0 28620.8
7.35813 -0.20705436827231016 23267.9 28620.7
7.35863 -0.2065635355192066 23275.7 28616.2
7.35913 -0.20684542804981607 23264.1 28610.1
7.35963 -0.2064486719723038 23265.1 28599.9
7.36013 -0.20621564241866372 23267.6 28596.3
7.36063 -0.20608273083182743 23266.1 28590.6
7.36113 -0.20577017824641264 23273.9 28591.3
7.36163 -0.2059591453724713 23268.4 28589.9
7.36213 -0.20612828574624398 23277.3 28605.8
7.36263 -0.20618802823875138 23263.6 28590.6
7.36313 -0.20600055850817678 23283.6 28609.8
7.36363 -0.20612001230716442 23280.8 28609.8
7.36413 -0.2064171788385086 23272.3 28607.9
7.36463 -0.20662132719354362 23275.6 28617.7
7.36513 -0.20683250715716636 23260.6 28605.4
7.36563 -0.20695441984582225 23273.6 28624.8
7.36613 -0.2076559288176484 23275.4 28647.1
7.36663 -0.20814836615386997 23265.5 28649.0
7.36713 -0.20880155398340267 23249.6 28648.2
7.36763 -0.20941592358419306 23277.4 28700.0
7.36813 -0.20987281924642423 23297.4 28737.9
7.36863 -0.2104640942108347 23275.6 28727.9
7.36913 -0.21175191993375447 23265.0 28751.9
7.36963 -0.21288349213978622 23262.3 28781.1
7.37013 -0.21373356660680232 23281.7 28829.6
7.37063 -0.2147217210060289 23266.8 28839.6
7.37113 -0.21583412267079718 23261.6 28865.3
7.37163 -0.21709311573849982 23264.2 28904.9
7.37213 -0.21867090182158333 23266.9 28953.8
7.37263 -0.21982766855306116 23270.4 28991.7
7.37313 -0.22149108074406704 23268.1 29037.2
7.37363 -0.22306697521818086 23268.7 29083.7
7.37413 -0.22500782188714039 23267.0 29138.0
7.37463 -0.22674875342278672 23262.8 29183.5
7.37513 -0.22855490478943236 23257.3 29229.3
7.37563 -0.2302657104826426 23250.4 29270.7
7.37613 -0.23201396677740202 23249.0 29320.2
7.37663 -0.23377194394038117 23259.2 29384.7
7.37713 -0.23573268102135136 23269.0 29454.8
7.37763 -0.23811489577189682 23249.4 29500.1
7.37813 -0.24016904161076444 23242.3 29551.7
7.37863 -0.2422243754045342 23244.7 29615.6
7.37913 -0.24404009729138257 23246.0 29671.0
7.37963 -0.24627310162229182 23239.1 29728.5
7.38013 -0.24798349338677148 23248.6 29791.7
7.38063 -0.25023852521031614 23238.6 29846.1
7.38113 -0.2521596651726756 23246.5 29913.6
7.38163 -0.25416335968708065 23233.8 29957.2
7.38213 -0.2558233438104202 23239.7 30014.7
7.38263 -0.25748883798826083 23224.9 30045.5
7.38313 -0.2588391243277318 23230.3 30093.1
7.38363 -0.2602517253788915 23221.4 30124.1
7.38413 -0.26156113224091426 23206.8 30144.7
7.38463 -0.2627599706825884 23212.7 30188.5
7.38513 -0.26383706119470524 23216.4 30225.8
7.38563 -0.2647889089342415 23219.5 30258.7
7.38613 -0.265769688270578 23209.4 30275.2
7.38663 -0.26627545032454564 23207.6 30288.1
7.38713 -0.2665488687158889 23201.4 30288.2
7.38763 -0.26711679739950994 23195.0 30297.1
7.38813 -0.2678198657894421 23190.6 30312.6
7.38863 -0.2680256099888173 23181.1 30306.5
7.38913 -0.2684955565431623 23179.0 30318.0
7.38963 -0.268443480404722 23171.2 30306.2
7.39013 -0.26849983707654596 23168.2 30304.0
7.39063 -0.26847375317905775 23165.1 30299.2
7.39113 -0.26874708780420115 23141.2 30276.2
7.39163 -0.2690217695828913 23141.3 30284.7
7.39213 -0.26856331194892663 23117.4 30239.5
7.39263 -0.2688388303510348 23094.2 30217.5
7.39313 -0.2692762956631293 23041.2 30161.4
7.39363 -0.26897456110192697 22972.2 30061.9
7.39413 -0.2691729395544474 22807.7 29852.6
7.39463 -0.2690131090595949 22438.4 29364.5
7.39513 -0.26928533248703146 22157.8 29005.2
7.39563 -0.2694646629368444 22396.5 29322.9
7.39613 -0.2693380012172875 22786.3 29829.5
7.39663 -0.26963227920560884 23282.0 30487.4
7.39713 -0.2697777183840833 23343.3 30572.1
7.39763 -0.27004928611924467 23302.1 30526.4
7.39813 -0.27058847405631936 23276.7 30509.6
7.39863 -0.27103600730972294 23265.3 30508.2
7.39913 -0.2713177432440527 23267.7 30520.1
7.39963 -0.2716348839342803 23251.7 30508.7
7.40013 -0.2720155671198712 23238.6 30503.2
7.40063 -0.27237966239218064 23233.1 30507.1
7.40113 -0.27264997269802893 23228.8 30509.6
7.40163 -0.27295195422297164 23233.1 30524.6
7.40213 -0.2733853885062824 23216.5 30516.0
7.40263 -0.27410652630531906 23217.9 30539.7
7.40313 -0.27448477457289017 23219.0 30552.8
7.40363 -0.27530725776244447 23213.1 30570.1
7.40413 -0.2754074915110301 23224.9 30588.8
7.40463 -0.27558433036430496 23202.7 30564.9
7.40513 -0.2761161369723435 23199.5 30576.9
7.40563 -0.2764178560309305 23201.9 30589.4
7.40613 -0.2765080977573178 23197.2 30585.9
7.40663 -0.27698930678492967 23194.3 30596.8
7.40713 -0.27705931723461646 23186.4 30588.6
7.40763 -0.27715955945569354 23195.6 30603.8
7.40813 -0.27747527015201345 23197.7 30616.2
7.40863 -0.2778064476178945 23198.2 30627.0
7.40913 -0.2784287102032684 23187.0 30631.2
7.40963 -0.2789864476681958 23180.7 30640.0
7.41013 -0.2789145120410336 23197.4 30659.9
7.41063 -0.2790723616164444 23204.1 30673.6
7.41113 -0.2793578934112633 23196.3 30672.1
7.41163 -0.2795786991244464 23192.4 30673.7
7.41213 -0.2799221153983309 23193.4 30685.5
7.41263 -0.28030120442133183 23188.0 30690.0
7.41313 -0.28063194129850894 23197.1 30712.2
7.41363 -0.2811928392758782 23206.7 30742.1
7.41413 -0.2814596884025139 23198.6 30739.6
7.41463 -0.2812312915695467 23195.2 30728.1
7.41513 -0.2818060466942978 23200.1 30752.2
7.41563 -0.2824077468629439 23204.6 30776.7
7.41613 -0.2826488415444045 23182.0 30754.2
7.41663 -0.2829843458694651 23194.6 30781.2
7.41713 -0.28381187854600015 23196.0 30808.5
7.41763 -0.28420167262083446 23209.6 30838.6
7.41813 -0.2844700265382836 23188.1 30818.3
7.41863 -0.2850730401329368 23200.1 30852.9
7.41913 -0.28572578814708555 23213.4 30890.7
7.41963 -0.28638265326558593 23209.3 30905.5
7.42013 -0.2868618986245115 23209.6 30920.8
7.42063 -0.28724990349332674 23203.3 30924.4
7.42113 -0.28802880393902985 23200.4 30944.6
7.42163 -0.28869931248700526 23201.5 30966.8
7.42213 -0.2893265647495674 23201.8 30986.6
7.42263 -0.2901987842211246 23197.2 31007.6
7.42313 -0.2909782709829149 23211.8 31051.2
7.42363 -0.29156753796870244 23213.4 31071.7
7.42413 -0.2920120715068191 23210.5 31081.6
7.42463 -0.29253199666125507 23217.0 31106.5
7.42513 -0.29308656366837194 23213.5 31119.1
7.42563 -0.293709733949733 23217.4 31143.8
7.42613 -0.294448429311139 23221.6 31172.3
7.42663 -0.29492150730105293 23214.1 31177.1
7.42713 -0.29521807787994936 23211.3 31182.6
7.42763 -0.2958785348774109 23217.8 31211.9
7.42813 -0.2963453321820481 23222.4 31232.7
7.42863 -0.2965266805477576 23220.7 31236.0
7.42913 -0.2970682424500091 23221.6 31254.1
7.42963 -0.2974268658603011 23230.0 31276.7
7.43013 -0.2978828897388743 23224.5 31283.5
7.43063 -0.2978928475790974 23236.9 31300.5
7.43113 -0.298732193431159 23221.9 31306.6
7.43163 -0.2992205746331641 23224.6 31325.6
7.43213 -0.29915159165052624 23242.1 31347.0
7.43263 -0.29956703977443483 23246.9 31366.4
7.43313 -0.29974668058935655 23244.0 31368.1
7.43363 -0.30012700726867886 23241.7 31376.9
7.43413 -0.3003566029413287 23236.3 31377.0
7.43463 -0.30059283510682083 23241.1 31390.9
7.43513 -0.30087032337953246 23243.1 31402.3
7.43563 -0.30095533201488833 23245.4 31408.0
7.43613 -0.3012074210860832 23252.2 31425.1
7.43663 -0.30099383458022105 23254.6 31421.6
7.43713 -0.30124225680946476 23261.5 31438.8
7.43763 -0.3014104953730405 23260.7 31443.0
7.43813 -0.3011656918031195 23248.5 31418.8
7.43863 -0.3011941175020124 23256.9 31431.0
7.43913 -0.30117108722149977 23269.1 31446.8
7.43963 -0.30087608466415705 23268.7 31437.0
7.44013 -0.3009528408212124 23263.2 31432.0
7.44063 -0.3011890888347364 23260.9 31436.4
7.44113 -0.3011435387718903 23248.3 31417.8
7.44163 -0.3010960794771679 23245.1 31412.1
7.44213 -0.3008976081771101 23229.2 31384.3
7.44263 -0.30086848140184164 23128.6 31247.5
7.44313 -0.3008568442788915 23046.0 31135.5
7.44363 -0.30067972015146366 23138.0 31254.3
7.44413 -0.3003151204957605 23142.8 31249.4
7.44463 -0.3004273750947166 23022.8 31090.8
7.44513 -0.300460720564868 23092.1 31185.5
7.44563 -0.300210781621949 23194.2 31315.4
7.44613 -0.29988387925113064 23250.0 31380.5
7.44663 -0.3000422210729594 23260.2 31399.3
7.44713 -0.3002241273725147 23260.8 31405.8
7.44763 -0.30036399350596077 23265.1 31416.1
7.44813 -0.3006329174168064 23268.6 31429.2
7.44863 -0.30056539140980437 23273.5 31433.7
7.44913 -0.3011953889570314 23259.1 31434.0
7.44963 -0.3009559691127956 23275.3 31448.4
7.45013 -0.3013286277176586 23282.7 31470.2
7.45063 -0.30112763666712145 23280.1 31460.3
7.45113 -0.3020225361350703 23273.1 31479.0
7.45163 -0.30169420286003473 23284.0 31483.4
7.45213 -0.3020972325969615 23283.0 31494.7
7.45263 -0.3024950042937021 23282.9 31507.1
7.45313 -0.30291560098934595 23281.5 31518.6
7.45363 -0.3032594229861607 23279.0 31525.9
7.45413 -0.3036654993496558 23284.0 31545.6
7.45463 -0.30417490801162067 23279.7 31555.8
7.45513 -0.30433220036114844 23284.2 31566.9
7.45563 -0.3045847801970104 23288.8 31581.0
7.45613 -0.304994357664613 23286.2 31590.5
7.45663 -0.3052873139497513 23280.7 31592.3
7.45713 -0.30571848006762886 23281.8 31607.4
7.45763 -0.3060536761379409 23286.0 31623.7
7.45813 -0.3062852633065468 23286.7 31632.0
7.45863 -0.30662332752091404 23286.9 31642.9
7.45913 -0.30708048557888334 23286.2 31656.4
7.45963 -0.3077408160810907 23287.6 31679.2
7.46013 -0.3082259754348979 23287.0 31693.8
7.46063 -0.3085958918181315 23287.9 31706.8
7.46113 -0.3090526129674762 23294.3 31730.0
7.46163 -0.3095743677039313 23296.9 31750.1
7.46213 -0.3101229406575807 23291.3 31759.9
7.46263 -0.3110706289860224 23287.3 31784.5
7.46313 -0.31158215620813406 23287.2 31800.6
7.46363 -0.31170897457488905 23283.2 31799.2
7.46413 -0.3126411776411161 23275.1 31817.7
7.46463 -0.3135021952804612 23280.3 31852.3
7.46513 -0.3141233418892328 23283.7 31876.7
7.46563 -0.31481727173511165 23283.7 31898.8
7.46613 -0.31558792561071924 23292.7 31935.8
7.46663 -0.3162702171652435 23293.6 31958.8
7.46713 -0.31749984955329136 23296.9 32002.7
7.46763 -0.3183743953848844 23310.8 32049.8
7.46813 -0.31898355069943823 23307.3 32064.5
7.46863 -0.3196231699918647 23288.1 32058.7
7.46913 -0.3204878975333562 23292.1 32091.9
7.46963 -0.3215275213673488 23299.8 32135.9
7.47013 -0.322105807423895 23295.9 32149.0
7.47063 -0.3231458163167629 23282.6 32164.2
7.47113 -0.3235791446165377 23294.1 32194.0
7.47163 -0.32463224685442155 23294.2 32228.1
7.47213 -0.32534565297257434 23305.6 32266.8
7.47263 -0.3258759459892017 23298.9 32274.6
7.47313 -0.32674861626029955 23299.9 32304.2
7.47363 -0.3273715125158739 23301.9 32327.1
7.47413 -0.328264492443591 23290.2 32339.8
7.47463 -0.3290497493969687 23306.0 32387.1
7.47513 -0.3299050792144722 23303.4 32411.2
7.47563 -0.3304220379247063 23312.2 32440.2
7.47613 -0.331146706852103 23298.8 32445.1
7.47663 -0.33175484103872643 23298.2 32463.9
7.47713 -0.3321572433361868 23321.9 32510.0
7.47763 -0.3331125642960969 23310.2 32524.8
7.47813 -0.333536003109073 23320.0 32552.3
7.47863 -0.3344888507989949 23319.3 32582.4
7.47913 -0.3349925515300433 23315.5 32593.4
7.47963 -0.335790058370443 23315.1 32618.8
7.48013 -0.3362434108027752 23323.3 32645.1
7.48063 -0.33675388229430064 23318.6 32655.3
7.48113 -0.3376996145315573 23316.5 32683.2
7.48163 -0.33849292387757796 23325.3 32721.5
7.48213 -0.33900054434077287 23331.1 32746.3
7.48263 -0.33924385202373447 23333.6 32757.7
7.48313 -0.3398743000181837 23328.5 32771.2
7.48363 -0.3407594674102356 23336.7 32811.7
7.48413 -0.34132280033753737 23337.1 32830.7
7.48463 -0.3420036098180829 23340.1 32857.3
7.48513 -0.3429212414809792 23344.5 32893.8
7.48563 -0.343643648293001 23349.0 32923.9
7.48613 -0.3444096148820341 23340.3 32936.7
7.48663 -0.34519949859811 23334.6 32954.8
7.48713 -0.345715722501335 23353.5 32998.6
7.48763 -0.34654309860895205 23360.1 33035.2
7.48813 -0.34726264286682523 23346.3 33039.5
7.48863 -0.3478829985724894 23337.1 33046.8
7.48913 -0.3484953506540945 23346.6 33080.6
7.48963 -0.3492456465633716 23362.5 33128.0
7.49013 -0.34986479910778684 23359.3 33143.9
7.49063 -0.3502319879020964 23358.2 33154.6
7.49113 -0.3508424476728111 23365.7 33185.5
7.49163 -0.3516238756448263 23370.7 33218.6
7.49213 -0.3521084503007261 23366.8 33229.1
7.49263 -0.3526679693495451 23360.2 33238.3
7.49313 -0.3529665383349182 23356.1 33242.3
7.49363 -0.3532809289001799 23357.0 33254.1
7.49413 -0.3538669268379316 23372.9 33296.3
7.49463 -0.35442697216634866 23376.6 33320.1
7.49513 -0.35487732457653137 23369.0 33324.3
7.49563 -0.3553486596127234 23367.3 33337.5
7.49613 -0.3559837302733091 23378.6 33374.9
7.49663 -0.3562402975551312 23379.8 33385.2
7.49713 -0.3565768314343499 23368.0 33379.6
7.49763 -0.3569947312199788 23374.5 33402.9
7.49813 -0.3574433578084651 23377.6 33422.2
7.49863 -0.3577511143083769 23377.0 33431.7
7.49913 -0.35800378068047584 23362.8 33419.8
7.49963 -0.35801482797604284 23357.0 33411.9
7.50013 -0.3583922178450926 23369.3 33442.1
7.50063 -0.35837231820610427 23396.1 33479.8
7.50113 -0.35855113772200903 23388.8 33475.3
7.50163 -0.35920991896391974 23362.2 33459.3
7.50213 -0.3592776150618199 23365.6 33466.3
7.50263 -0.3595559541976506 23374.5 33488.5
7.50313 -0.35982464273744613 23371.9 33493.8
7.50363 -0.3600542486508502 23370.2 33499.0
7.50413 -0.3604828021801778 23379.9 33527.3
7.50463 -0.3609496302196017 23377.0 33538.8
7.50513 -0.36100791095259505 23371.7 33533.2
7.50563 -0.3612163633548003 23374.4 33544.1
7.50613 -0.36175602041272226 23358.3 33539.0
7.50663 -0.3619222328758817 23356.9 33542.6
7.50713 -0.36208662159523664 23361.5 33554.6
7.50763 -0.36249121495468645 23350.5 33552.5
7.50813 -0.36304917491538163 23359.9 33584.7
7.50863 -0.36323792344484834 23359.1 33589.9
7.50913 -0.3638180703333322 23358.1 33607.9
7.50963 -0.3641113231311842 23355.2 33613.6
7.51013 -0.36451820798166235 23368.1 33645.9
7.51063 -0.365179999890403 23361.4 33658.5
7.51113 -0.36491203194055455 23337.7 33615.4
7.51163 -0.3656172278520984 23339.9 33642.2
7.51213 -0.3658571836897819 23356.9 33674.7
7.51263 -0.36599712301130777 23351.0 33671.0
7.51313 -0.36666468755768494 23322.5 33652.3
7.51363 -0.3671730185797263 23320.0 33665.9
7.51413 -0.3676367932020286 23331.9 33698.6
7.51463 -0.3677308289707 23358.8 33740.7
7.51513 -0.3682238107493812 23337.5 33726.5
7.51563 -0.3686311936998216 23312.2 33703.7
7.51613 -0.36932379149047895 23322.2 33741.5
7.51663 -0.3696819998635136 23330.7 33765.9
7.51713 -0.3700032622941912 23320.6 33762.1
7.51763 -0.37059274041143003 23309.5 33765.9
7.51813 -0.3709823648930638 23301.0 33766.8
7.51863 -0.37120785542233004 23317.4 33798.2
7.51913 -0.3718846319506426 23305.2 33803.4
7.51963 -0.3720171114223803 23311.9 33817.6
7.52013 -0.37254193922092016 23309.3 33831.6
7.52063 -0.37315607533715095 23300.0 33838.9
7.52113 -0.3737012724736437 23286.4 33837.5
7.52163 -0.3737139959924988 23291.9 33845.9
7.52213 -0.37415630525162924 23289.8 33857.9
7.52263 -0.374255562060902 23285.9 33855.5
7.52313 -0.3747517921331519 23267.2 33845.1
7.52363 -0.37507777910580276 23286.0 33883.6
7.52413 -0.37582689396306507 23284.9 33907.3
7.52463 -0.37615746393803695 23273.7 33902.3
7.52513 -0.37647036272760803 23279.7 33921.6
7.52563 -0.3765276373215043 23276.1 33918.3
7.52613 -0.37686139887396897 23270.2 33921.1
7.52663 -0.37710329530947273 23271.1 33930.6
7.52713 -0.3777618830162222 23263.8 33942.3
7.52763 -0.37816978461469264 23257.6 33947.0
7.52813 -0.37834824792653365 23265.8 33965.0
7.52863 -0.3786993135114703 23258.9 33966.9
7.52913 -0.3788249869122071 23262.6 33976.6
7.52963 -0.3789591135332495 23253.9 33968.4
7.53013 -0.37913434849473154 23252.6 33972.5
7.53063 -0.3795913789492642 23248.7 33982.3
7.53113 -0.38002584212525736 23239.5 33983.7
7.53163 -0.3803259638210269 23235.7 33988.3
7.53213 -0.38055697118504 23251.9 34019.8
7.53263 -0.38116868605255416 23234.0 34014.4
7.53313 -0.38140606639651703 23235.6 34024.8
7.53363 -0.38163819191505366 23240.3 34039.7
7.53413 -0.38242558008676664 23223.6 34041.9
7.53463 -0.3825490037773886 23236.2 34064.6
7.53513 -0.3830651545725033 23237.8 34084.6
7.53563 -0.3834115356832937 23238.6 34097.5
7.53613 -0.38411198608259195 23224.1 34100.2
7.53663 -0.3842027118422196 23237.9 34123.5
7.53713 -0.38433195606359477 23232.0 34119.2
7.53763 -0.38484380940588203 23225.9 34127.8
7.53813 -0.3852845484367509 23217.9 34131.1
7.53863 -0.38571317958481216 23221.2 34150.6
7.53913 -0.3860900313473389 23217.4 34157.8
7.53963 -0.38634911820315304 23215.2 34163.4
7.54013 -0.3866758067691551 23218.1 34178.9
7.54063 -0.3870391945020081 23228.2 34206.1
7.54113 -0.3876672482856615 23225.7 34224.0
7.54163 -0.38807086695448245 23211.7 34217.2
7.54213 -0.38832253464599803 23215.6 34231.6
7.54263 -0.3888418919267541 23218.8 34254.0
7.54313 -0.38932649878118697 23222.4 34275.9
7.54363 -0.38958851280299334 23222.8 34285.6
7.54413 -0.39005860414227783 23217.6 34294.0
7.54463 -0.39047200121849956 23215.8 34305.5
7.54513 -0.3910120819845399 23216.4 34325.0
7.54563 -0.39132068288012717 23224.4 34347.3
7.54613 -0.39169576202801176 23229.7 34368.0
7.54663 -0.3918904941058378 23217.4 34356.6
7.54713 -0.3925165203016579 23215.0 34374.5
7.54763 -0.39292573452964363 23217.4 34392.2
7.54813 -0.39319182475992975 23230.0 34420.0
7.54863 -0.3934418404584189 23229.8 34428.3
7.54913 -0.3939494018994348 23229.7 34445.6
7.54963 -0.3941033529287648 23232.5 34455.0
7.55013 -0.39454912770256656 23231.0 34468.2
7.55063 -0.3948520466362023 23235.9 34485.9
7.55113 -0.3950163880796319 23230.4 34483.3
7.55163 -0.3955102898606897 23239.3 34513.6
7.55213 -0.3959178484254633 23239.7 34528.3
7.55263 -0.39611023499815406 23233.2 34525.4
7.55313 -0.39611222578988964 23241.5 34537.7
7.55363 -0.3968148736815846 23239.4 34558.9
7.55413 -0.3968190897924619 23248.6 34572.6
7.55463 -0.3972086058971234 23238.8 34571.5
7.55513 -0.39729621081711447 23244.7 34583.3
7.55563 -0.3974374233510809 23249.1 34594.8
7.55613 -0.3980120198264821 23241.9 34604.0
7.55663 -0.39782247682875577 23260.2 34624.7
7.55713 -0.3981616111137166 23260.0 34636.2
7.55763 -0.3982112496256208 23245.0 34615.5
7.55813 -0.3985418182912716 23256.6 34644.3
7.55863 -0.39864704831500536 23262.4 34656.5
7.55913 -0.3988251120315618 23255.6 34652.6
7.55963 -0.3996998191895987 23251.1 34676.2
7.56013 -0.3995318833604248 23265.2 34691.4
7.56063 -0.3995890718685047 23268.8 34698.7
7.56113 -0.40005434359233394 23265.5 34709.9
7.56163 -0.4004606271722062 23255.4 34709.0
7.56213 -0.40079797637995135 23269.2 34741.3
7.56263 -0.4008142026861859 23273.5 34748.2
7.56313 -0.4013719401149331 23263.2 34752.2
7.56363 -0.4013608170182251 23267.3 34758.0
