#S 2  zapline mono 16.3912 14.118 2709 100 
#D Wed Sep 25 11:09:41 2024
energy_offset(keV) muT mon_2 ion_1_1
7.56413 -0.40175206274109443 23275.0 34783.0
7.56463 -0.4018961263648144 23273.0 34785.1
7.56513 -0.402209111402941 23269.0 34790.0
7.56563 -0.4024903223780661 23269.0 34799.8
7.56613 -0.40262170821235366 23271.9 34808.8
7.56663 -0.4031143081366231 23269.1 34821.7
7.56713 -0.40377632506398975 23264.2 34837.4
7.56763 -0.40438531970002284 23248.5 34835.1
7.56813 -0.4049752323296876 23243.1 34847.6
7.56863 -0.40504657184663295 23239.2 34844.2
7.56913 -0.40588463694444654 23216.5 34839.3
7.56963 -0.40611717688614124 23196.9 34818.0
7.57013 -0.4065203893716962 23187.5 34817.9
7.57063 -0.40717826997626183 23156.0 34793.6
7.57113 -0.40770903149409177 23112.9 34747.3
7.57163 -0.4083361506628738 23053.2 34679.3
7.57213 -0.408946777513594 22934.7 34522.0
7.57263 -0.4095582369726958 22741.5 34252.1
7.57313 -0.4103044143914651 22309.1 33626.0
7.57363 -0.41105581859003903 21488.3 32413.1
7.57413 -0.4114711534536106 20450.7 30860.8
7.57463 -0.41152776069068975 20658.8 31176.7
7.57513 -0.4119718583851588 22126.4 33406.5
7.57563 -0.412721262830274 23128.4 34945.4
7.57613 -0.4132447879023682 23235.9 35126.1
7.57663 -0.41428442053984593 22556.3 34133.9
7.57713 -0.41513897911505837 21402.5 32415.6
7.57763 -0.4153763029104689 21166.0 32065.3
7.57813 -0.4157946804940287 21939.3 33250.8
7.57863 -0.41648694927223184 22639.8 34336.2
7.57913 -0.41725461444969214 22976.3 34873.2
7.57963 -0.41777430582703196 23154.5 35162.0
7.58013 -0.4184093007476584 23248.0 35326.4
7.58063 -0.41897177120001583 23280.8 35396.1
7.58113 -0.41932698859915024 23317.5 35464.5
7.58163 -0.4199632548277682 23347.0 35531.9
7.58213 -0.4206639519835349 23353.0 35566.0
7.58263 -0.42099532256366856 23368.7 35601.7
7.58313 -0.42172851490755386 23382.7 35649.1
7.58363 -0.42230904717354084 23379.3 35664.7
7.58413 -0.4228778259768723 23386.4 35695.7
7.58463 -0.4233976667365913 23388.8 35718.1
7.58513 -0.42369898334982337 23388.3 35728.0
7.58563 -0.42427855261519565 23391.5 35753.6
7.58613 -0.42504886290645016 23397.7 35790.7
7.58663 -0.425522618153729 23402.1 35814.4
7.58713 -0.4258716659926913 23403.0 35828.2
7.58763 -0.4264999276618326 23407.9 35858.2
7.58813 -0.4272201364875424 23407.1 35882.9
7.58863 -0.4275178526230102 23403.5 35888.1
7.58913 -0.42794313372635506 23401.4 35900.0
7.58963 -0.42858306925613066 23404.7 35928.1
7.59013 -0.428950901995056 23404.5 35941.0
7.59063 -0.42918645160052055 23393.3 35932.2
7.59113 -0.4296451121732663 23393.4 35948.9
7.59163 -0.4300465942402579 23405.9 35982.5
7.59213 -0.4302805482883938 23407.7 35993.7
7.59263 -0.43077491653229955 23402.0 36002.8
7.59313 -0.4312800435327363 23404.0 36024.1
7.59363 -0.43164331226929065 23408.1 36043.5
7.59413 -0.4317663520992064 23405.7 36044.2
7.59463 -0.4321649061118555 23401.4 36052.0
7.59513 -0.43255482376405086 23409.0 36077.7
7.59563 -0.43278365045200207 23409.7 36087.0
7.59613 -0.43319437362452606 23405.4 36095.3
7.59663 -0.4338307234691452 23402.6 36113.9
7.59713 -0.43397445323046235 23402.6 36119.1
7.59763 -0.4343879695118774 23399.3 36128.9
7.59813 -0.43470538358563576 23401.3 36143.5
7.59863 -0.4353745842379221 23404.8 36173.1
7.59913 -0.43572323959312437 23405.1 36186.1
7.59963 -0.43622814257003795 23407.7 36208.4
7.60013 -0.43646277173661513 23402.7 36209.3
7.60063 -0.43680248758757884 23405.4 36225.7
7.60113 -0.4372463356142194 23403.2 36238.5
7.60163 -0.4375599085927176 23410.0 36260.4
7.60213 -0.43794370134287813 23403.5 36264.2
7.60263 -0.4380998265812872 23405.2 36272.4
7.60313 -0.4387821213840819 23392.7 36277.7
7.60363 -0.4391716918968575 23398.4 36300.7
7.60413 -0.43925439128140525 23403.3 36311.4
7.60463 -0.43970844908932705 23407.7 36334.8
7.60513 -0.440554444650648 23401.1 36355.2
7.60563 -0.4407363248885136 23415.9 36384.9
7.60613 -0.4413075203693272 23415.0 36404.3
7.60663 -0.44135570978987476 23415.0 36406.0
7.60713 -0.4419306232135452 23396.1 36397.5
7.60763 -0.44197522270037254 23412.6 36424.8
7.60813 -0.44287981757555034 23409.4 36452.8
7.60863 -0.44341602517843554 23409.9 36473.1
7.60913 -0.4438152334141295 23404.6 36479.5
7.60963 -0.44412799703077666 23412.7 36503.4
7.61013 -0.44463557445961843 23416.5 36527.9
7.61063 -0.4450627209308688 23412.2 36536.8
7.61113 -0.4455158342469657 23406.3 36544.2
7.61163 -0.4460664459438392 23415.8 36579.1
7.61213 -0.4461870349750418 23426.6 36600.4
7.61263 -0.4468576750856076 23423.1 36619.5
7.61313 -0.4472262675857073 23420.3 36628.6
7.61363 -0.44748917382709336 23423.5 36643.2
7.61413 -0.44802564762956937 23414.2 36648.3
7.61463 -0.44838982362450697 23412.9 36659.6
7.61513 -0.44881847537198505 23414.4 36677.7
7.61563 -0.44909645550871635 23423.4 36702.0
7.61613 -0.4495443047982512 23424.2 36719.8
7.61663 -0.4500791651788639 23419.4 36731.9
7.61713 -0.45044798308421885 23415.7 36739.6
7.61763 -0.4509599885568998 23416.7 36759.9
7.61813 -0.45133622295319054 23421.0 36780.6
7.61863 -0.4515121931100413 23421.0 36787.0
7.61913 -0.45199689412891636 23415.2 36795.8
7.61963 -0.45266167984638245 23411.4 36814.2
7.62013 -0.4529809304253055 23416.8 36834.5
7.62063 -0.4529550714049879 23423.2 36843.6
7.62113 -0.4530049975986221 23429.5 36855.3
7.62163 -0.45336906443398284 23434.8 36877.2
7.62213 -0.45394491990136043 23430.0 36890.8
7.62263 -0.454249614873592 23427.4 36897.9
7.62313 -0.45448438774082195 23426.3 36904.9
7.62363 -0.4547403603210932 23430.0 36920.1
7.62413 -0.45507156469525917 23438.5 36945.8
7.62463 -0.4554629202942514 23437.3 36958.4
7.62513 -0.4559968403945902 23424.0 36957.1
7.62563 -0.45612149813513286 23414.2 36946.3
7.62613 -0.45657770801871844 23440.6 37004.8
7.62663 -0.45689022719509836 23444.0 37021.7
7.62713 -0.45710609648933853 23444.7 37030.8
7.62763 -0.45756577475253835 23450.2 37056.6
7.62813 -0.4578156562297023 23442.2 37053.1
7.62863 -0.45847389706161357 23446.8 37084.8
7.62913 -0.4587161977922891 23433.0 37072.0
7.62963 -0.45928578889935184 23226.2 36765.7
7.63013 -0.45970176047164724 22991.2 36408.9
7.63063 -0.45995359190334734 23284.2 36882.3
7.63113 -0.4606693824733064 23387.7 37072.7
7.63163 -0.4608854316867058 23423.1 37136.7
7.63213 -0.46140882109341563 23420.7 37152.5
7.63263 -0.4616939428254135 23432.9 37182.4
7.63313 -0.4620350156838778 23435.0 37198.4
7.63363 -0.46265973012181855 23442.0 37232.7
7.63413 -0.46299199728872253 23442.5 37245.9
7.63463 -0.4631703542341719 23439.0 37247.0
7.63513 -0.4640292962644008 23424.8 37256.5
7.63563 -0.46450251205251125 23434.0 37288.7
7.63613 -0.4652372689248771 23432.0 37313.0
7.63663 -0.46569261297934544 23420.3 37311.3
7.63713 -0.46594948630310945 23404.2 37295.2
7.63763 -0.4663346988603102 23343.2 37212.3
7.63813 -0.4670186243505304 23125.0 36889.6
7.63863 -0.467567354748743 22823.0 36427.9
7.63913 -0.4679476605717607 22655.6 36174.5
7.63963 -0.46829367526243754 22955.1 36665.5
7.64013 -0.4684327997345949 23432.5 37433.2
7.64063 -0.4687192926711746 23602.8 37716.1
7.64113 -0.4692112506968273 23598.8 37728.2
7.64163 -0.4697265408786064 23592.7 37737.9
7.64213 -0.47036762275815314 23577.2 37737.2
7.64263 -0.47076187794643576 23563.3 37729.9
7.64313 -0.47095887803279196 23568.0 37744.8
7.64363 -0.4714235650117124 23573.7 37771.6
7.64413 -0.4721562929525022 23574.4 37800.3
7.64463 -0.4724158986085545 23567.5 37799.1
7.64513 -0.47284248330399103 23563.3 37808.4
7.64563 -0.47334137098215845 23570.0 37838.1
7.64613 -0.4739282626408093 23576.2 37870.3
7.64663 -0.47437743113048564 23578.0 37890.2
7.64713 -0.4748404920189561 23578.2 37908.0
7.64763 -0.47526235495442265 23582.4 37930.8
7.64813 -0.47544777535925015 23602.9 37970.8
7.64863 -0.47574049867234197 23602.0 37980.5
7.64913 -0.4761270502194548 23600.1 37992.2
7.64963 -0.47633244868310803 23602.8 38004.3
7.65013 -0.47686790457070427 23605.7 38029.3
7.65063 -0.47737847464334177 23601.0 38041.1
7.65113 -0.47776278449097737 23610.3 38070.7
7.65163 -0.47799251948032284 23620.0 38095.2
7.65213 -0.4783702496411045 23619.7 38109.1
7.65263 -0.47889486623934197 23616.0 38123.1
7.65313 -0.47897271562907234 23631.6 38151.2
7.65363 -0.47930498490179346 23643.5 38183.1
7.65413 -0.4797474921604741 23637.3 38190.0
7.65463 -0.4802673656771069 23635.7 38207.2
7.65513 -0.48075733971144036 23637.4 38228.8
7.65563 -0.4810830803359724 23644.5 38252.7
7.65613 -0.48133612178038376 23656.0 38280.9
7.65663 -0.48159438305049995 23659.1 38295.9
7.65713 -0.48195745273182133 23655.2 38303.4
7.65763 -0.48240724037128546 23656.9 38323.5
7.65813 -0.4828361115988133 23662.0 38348.2
7.65863 -0.4831808020705622 23662.7 38362.5
7.65913 -0.4833969125506053 23666.6 38377.1
7.65963 -0.4837702967393678 23669.9 38396.8
7.66013 -0.48406743503179767 23668.5 38406.0
7.66063 -0.484010879409868 23678.5 38419.9
7.66113 -0.48450080012483315 23682.9 38445.9
7.66163 -0.48469715433408883 23694.7 38472.6
7.66213 -0.4850160722350632 23694.4 38484.5
7.66263 -0.4852682583938603 23703.8 38509.4
7.66313 -0.4857051384383909 23702.0 38523.4
7.66363 -0.48637678404281176 23702.0 38549.2
7.66413 -0.4864744852268569 23702.0 38553.0
7.66463 -0.4867104960681879 23703.0 38563.7
7.66513 -0.48701859893323707 23711.5 38589.4
7.66563 -0.4873028617910451 23717.5 38610.1
7.66613 -0.48764520828476415 23715.4 38619.9
7.66663 -0.48776690198593203 23720.9 38633.6
7.66713 -0.4882106932479066 23721.2 38651.3
7.66763 -0.48846302178640183 23721.8 38662.0
7.66813 -0.4888025354727426 23727.1 38683.9
7.66863 -0.4891408933969208 23724.8 38693.1
7.66913 -0.4892984077472654 23731.0 38709.3
7.66963 -0.4894405214998393 23740.0 38729.5
7.67013 -0.4895642270653684 23744.2 38741.1
7.67063 -0.4898992995357109 23740.0 38747.3
7.67113 -0.4903362612122188 23741.6 38766.9
7.67163 -0.49069953853094705 23747.5 38790.5
7.67213 -0.4909157386776998 23748.9 38801.2
7.67263 -0.4910771343115862 23748.8 38807.3
7.67313 -0.49150247681045917 23747.4 38821.5
7.67363 -0.4919413669844738 23752.2 38846.4
7.67413 -0.49218765841666456 23759.1 38867.3
7.67463 -0.4925864330844756 23757.3 38879.8
7.67513 -0.4929712042080364 23758.5 38896.7
7.67563 -0.49319337427815696 23759.8 38907.6
7.67613 -0.4934338215245856 23760.3 38917.7
7.67663 -0.49367053405756994 23768.5 38940.4
7.67713 -0.49389431126013333 23778.1 38964.8
7.67763 -0.494494031537937 23769.3 38973.8
7.67813 -0.494625285597939 23775.1 38988.3
7.67863 -0.49495792751067147 23778.9 39007.7
7.67913 -0.4954080652798189 23777.1 39022.2
7.67963 -0.49559608508093095 23774.2 39024.8
7.68013 -0.49597253215449316 23774.0 39039.2
7.68063 -0.49598437496015 23774.8 39041.0
7.68113 -0.4961784913638431 23779.0 39055.4
7.68163 -0.4966866299105334 23779.2 39075.7
7.68213 -0.4968490890155911 23784.7 39091.0
7.68263 -0.49766564844334005 23783.6 39121.2
7.68313 -0.49805799296627024 23783.3 39135.9
7.68363 -0.49820300567781367 23782.3 39139.9
7.68413 -0.49827835503058904 23791.1 39157.4
7.68463 -0.49876491950167395 23797.6 39187.1
7.68513 -0.49942256776796967 23792.7 39204.9
7.68563 -0.4996873649733438 23791.7 39213.6
7.68613 -0.499994842162973 23789.2 39221.6
7.68663 -0.5004789810549405 23780.5 39226.2
7.68713 -0.5010520540087643 23779.4 39246.8
7.68763 -0.5013534147685975 23777.4 39255.4
7.68813 -0.5016934155710748 23767.5 39252.5
7.68863 -0.5022117519171214 23774.2 39283.8
7.68913 -0.5025159166825909 23791.6 39324.4
7.68963 -0.5030895355003353 23785.7 39337.4
7.69013 -0.5036330898344435 23799.5 39381.5
7.69063 -0.5038431676956918 23790.7 39375.3
7.69113 -0.5046262178511413 23810.9 39439.7
7.69163 -0.5049102833539753 23795.9 39426.0
7.69213 -0.5052914968318262 23791.3 39433.3
7.69263 -0.5055113864749408 23794.6 39447.5
7.69313 -0.5062649181618784 23786.4 39463.6
7.69363 -0.5065021520579841 23786.6 39473.4
7.69413 -0.5068457964476032 23787.0 39487.5
7.69463 -0.5075574116624239 23791.5 39523.1
7.69513 -0.5081720465389292 23793.0 39549.9
7.69563 -0.508626509223208 23790.6 39563.9
7.69613 -0.508789590181255 23806.1 39596.2
7.69663 -0.5090373658395184 23815.2 39621.1
7.69713 -0.5097898755920133 23802.8 39630.2
7.69763 -0.5102592644358668 23800.3 39644.7
7.69813 -0.510452983135831 23798.8 39649.8
7.69863 -0.510905578740127 23787.5 39649.0
7.69913 -0.5113551527533045 23778.8 39652.3
7.69963 -0.5116971053357969 23777.5 39663.8
7.70013 -0.5118755913170308 23792.7 39696.2
7.70063 -0.5123682562481827 23792.0 39714.6
7.70113 -0.5127152321225762 23794.0 39731.6
7.70163 -0.5133829710340894 23801.3 39770.4
7.70213 -0.51379638615271 23790.7 39769.2
7.70263 -0.5138986115284766 23807.0 39800.4
7.70313 -0.5146035003766957 23781.0 39785.0
7.70363 -0.5148465355397054 23783.9 39799.6
7.70413 -0.5154779785749121 23786.9 39829.7
7.70463 -0.5159324891941623 23788.8 39851.0
7.70513 -0.5161452763370052 23769.9 39827.9
7.70563 -0.5165181751943337 23773.3 39848.3
7.70613 -0.5167514298595915 23787.5 39881.4
7.70663 -0.5171559104392028 23792.7 39906.3
7.70713 -0.5178582953679575 23783.1 39918.3
7.70763 -0.5180540259684138 23774.5 39911.6
7.70813 -0.5184012157910127 23780.2 39935.1
7.70863 -0.5190035288629784 23792.2 39979.3
7.70913 -0.5193447552297137 23786.9 39984.0
7.70963 -0.5197486665469372 23767.9 39968.2
7.71013 -0.5202017848078095 23765.6 39982.5
7.71063 -0.5204149750643426 23780.0 40015.3
7.71113 -0.5208597238071383 23781.5 40035.5
7.71163 -0.5215421307803899 23772.4 40047.6
7.71213 -0.5218303988731637 23779.9 40071.8
7.71263 -0.5226205699637815 23774.5 40094.3
7.71313 -0.522802287341451 23784.0 40117.5
7.71363 -0.5235546027677809 23794.3 40165.3
7.71413 -0.5233646940867073 23802.6 40171.6
7.71463 -0.523972865039254 23765.7 40133.8
7.71513 -0.5247635326860188 23728.0 40101.7
7.71563 -0.5253096073055457 23517.7 39767.9
7.71613 -0.5253525231690237 23323.1 39440.6
7.71663 -0.5259331030664809 23526.1 39807.0
7.71713 -0.5264992603783221 23673.5 40079.1
7.71763 -0.5270392044389275 23723.0 40184.5
7.71813 -0.5274198089104499 23755.5 40254.9
7.71863 -0.5275568482258839 23785.0 40310.5
7.71913 -0.5278744945334749 23786.8 40326.4
7.71963 -0.528332918677041 23787.2 40345.5
7.72013 -0.528714183559511 23789.3 40364.5
7.72063 -0.529041030255737 23788.5 40376.4
7.72113 -0.5293158377944644 23787.6 40385.8
7.72163 -0.5297005679653363 23775.7 40381.1
7.72213 -0.5302011318843612 23780.3 40409.2
7.72263 -0.5304749474131976 23789.7 40436.2
7.72313 -0.5306638434680785 23793.8 40450.9
7.72363 -0.5307195132983655 23788.3 40443.9
7.72413 -0.5313750740227099 23801.0 40491.9
7.72463 -0.5320468556741111 23801.2 40519.5
7.72513 -0.5322386540304662 23811.5 40544.8
7.72563 -0.5326608743239609 23804.8 40550.5
7.72613 -0.5330695991071325 23806.6 40570.2
7.72663 -0.5334334594402703 23807.0 40585.6
7.72713 -0.5335397825238707 23805.4 40587.2
7.72763 -0.5342405596124663 23803.5 40612.4
7.72813 -0.5344249981256952 23817.6 40644.0
7.72863 -0.5346501289471959 23816.2 40650.8
7.72913 -0.5351882039458905 23813.8 40668.4
7.72963 -0.53554312389402 23819.8 40693.1
7.73013 -0.535853942644697 23824.0 40713.0
7.73063 -0.5364073465390932 23831.3 40748.0
7.73113 -0.5369323405230119 23829.0 40765.4
7.73163 -0.5372114912308222 23811.2 40746.4
7.73213 -0.5373160179850558 23825.1 40774.4
7.73263 -0.5376282607221163 23843.2 40818.2
7.73313 -0.5382900332486938 23842.4 40843.8
7.73363 -0.5387423564460732 23835.8 40851.1
7.73413 -0.5393665958351528 23835.7 40876.3
7.73463 -0.539857799970756 23841.9 40907.1
7.73513 -0.5400482898957331 23840.1 40911.8
7.73563 -0.5405606186683165 23839.1 40931.0
7.73613 -0.5408281785303392 23848.6 40958.2
7.73663 -0.5408293037266686 23854.0 40967.7
7.73713 -0.5412160174877442 23860.1 40994.0
7.73763 -0.5416341906149131 23870.3 41028.6
7.73813 -0.5419966427306608 23868.7 41040.7
7.73863 -0.5423569083966537 23858.4 41037.8
7.73913 -0.5425548969162785 23860.3 41049.2
7.73963 -0.5429601402155366 23868.6 41080.1
7.74013 -0.5435962307836437 23870.2 41109.0
7.74063 -0.5439404169281635 23865.7 41115.4
7.74113 -0.5441164835354937 23864.3 41120.3
7.74163 -0.5446043488640943 23876.3 41160.9
7.74213 -0.5448933238379535 23895.9 41206.6
7.74263 -0.5451995511245743 23898.4 41223.6
7.74313 -0.5454493841388636 23895.0 41228.0
7.74363 -0.5456878522697242 23893.9 41236.0
7.74413 -0.5462354088047259 23881.4 41236.9
7.74463 -0.5465233781844333 23897.4 41276.4
7.74513 -0.5470262010298057 23898.9 41299.9
7.74563 -0.5472449849296901 23903.2 41316.3
7.74613 -0.5475002266546731 23911.3 41340.8
7.74663 -0.5479302827751844 23901.8 41342.3
7.74713 -0.5481479790286897 23911.5 41368.0
7.74763 -0.5483588639131249 23925.4 41400.8
7.74813 -0.5489784574476048 23922.2 41420.8
7.74863 -0.549287228576665 23918.0 41426.5
7.74913 -0.5494447497754282 23921.4 41438.9
7.74963 -0.549873093110763 23924.3 41461.6
7.75013 -0.550261939010216 23924.5 41478.1
7.75063 -0.5507595239814496 23920.5 41491.8
7.75113 -0.551165608022787 23921.0 41509.5
7.75163 -0.551210603530522 23933.4 41532.9
7.75213 -0.5516160528386023 23936.3 41554.8
7.75263 -0.552277315949485 23943.8 41595.3
7.75313 -0.552690740619996 23942.3 41609.9
7.75363 -0.5529939344616039 23954.6 41643.8
7.75413 -0.5529312927129812 23950.4 41634.0
7.75463 -0.5535885304579468 23954.3 41668.1
7.75513 -0.5537045581556985 23952.6 41670.0
7.75563 -0.5540445048036096 23958.6 41694.6
7.75613 -0.5545197420993527 23965.7 41726.8
7.75663 -0.5548433397669543 23964.4 41738.0
7.75713 -0.5551254135854816 23966.8 41754.0
7.75763 -0.5555653133278668 23972.4 41782.1
7.75813 -0.5560253263834762 23975.2 41806.3
7.75863 -0.5564307953979932 23980.2 41831.9
7.75913 -0.5568563945122943 23984.2 41856.7
7.75963 -0.557054808868433 23982.8 41862.6
7.76013 -0.557263619997004 23992.4 41888.0
7.76063 -0.5577248881246982 23993.5 41909.3
7.76113 -0.5584181432622772 23990.7 41933.5
7.76163 -0.5584987039618181 24000.1 41953.3
7.76213 -0.5589304117514494 24014.6 41996.7
7.76263 -0.5592433602984384 24006.7 41996.2
7.76313 -0.5598805143237562 24004.3 42018.6
7.76363 -0.56020001026685 24009.7 42041.5
7.76413 -0.5602928064998585 24014.8 42054.4
7.76463 -0.56083939868237 24022.5 42090.8
7.76513 -0.5614863742334568 24011.8 42099.4
7.76563 -0.5616989088475142 24021.5 42125.3
7.76613 -0.5618528384245473 24031.4 42149.2
7.76663 -0.5623138124510717 24035.0 42174.9
7.76713 -0.5628147290524224 24039.4 42203.8
7.76763 -0.5632465521062054 24035.3 42214.8
7.76813 -0.5638518033431804 24033.7 42237.5
7.76863 -0.5642614007696883 24039.6 42265.1
7.76913 -0.5643760498324377 24045.7 42280.7
7.76963 -0.5648282065712826 24049.3 42306.1
7.77013 -0.5651184945965971 24051.2 42321.9
7.77063 -0.5652641641596774 24054.0 42332.9
7.77113 -0.5658805692044826 24048.5 42349.4
7.77163 -0.5661872063832871 24059.9 42382.4
7.77213 -0.5666302966107483 24066.0 42411.9
7.77263 -0.5669438013944567 24058.1 42411.3
7.77313 -0.5672853512866646 24059.1 42427.7
7.77363 -0.5677514618751498 24066.7 42460.8
7.77413 -0.5681231611963349 24064.8 42473.3
7.77463 -0.568669254310321 24059.0 42486.1
7.77513 -0.5690924942975994 24059.6 42505.3
7.77563 -0.5693016740238188 24066.8 42526.8
7.77613 -0.5696251855729385 24074.0 42553.2
7.77663 -0.5697761586538652 24075.8 42562.9
7.77713 -0.5702522480278948 24075.3 42582.3
7.77763 -0.5707101156147559 24078.3 42607.1
7.77813 -0.571352625349171 24091.2 42657.3
7.77863 -0.5713458289813786 24094.0 42661.9
7.77913 -0.5718075670547508 24085.5 42666.7
7.77963 -0.572208079129207 24091.0 42693.4
7.78013 -0.572879890040454 24080.9 42704.3
7.78063 -0.5731969281887058 24090.8 42735.4
7.78113 -0.5735658092941932 24090.1 42749.9
7.78163 -0.5737816468422757 24081.2 42743.4
7.78213 -0.574054869445249 24090.6 42771.6
7.78263 -0.5744286177340596 24100.5 42805.3
7.78313 -0.574857879674897 24099.4 42821.7
7.78363 -0.5752262108748503 24099.6 42837.9
7.78413 -0.5754735043955187 24099.0 42847.4
7.78463 -0.5759083498617834 24100.7 42869.0
7.78513 -0.5762956629612411 24108.3 42899.1
7.78563 -0.5765607109618185 24114.9 42922.2
7.78613 -0.5766279546237234 24104.2 42906.1
7.78663 -0.5770059370724072 24109.0 42930.8
7.78713 -0.577583212408425 24098.8 42937.5
7.78763 -0.5781884903029815 24101.5 42968.2
7.78813 -0.5782860520249465 24096.5 42963.5
7.78863 -0.5785693776959261 24097.2 42977.0
7.78913 -0.5786750397015146 24103.8 42993.4
7.78963 -0.579256580434339 24105.9 43022.0
7.79013 -0.579798756919053 24108.5 43050.1
7.79063 -0.5801111163477625 24108.1 43062.7
7.79113 -0.5805072305396702 24100.0 43065.4
7.79163 -0.5808429911209381 24100.1 43080.0
7.79213 -0.581119879612237 24112.8 43114.7
7.79263 -0.5812675409350221 24115.8 43126.4
7.79313 -0.581536501950994 24106.1 43120.6
7.79363 -0.5820246682511822 24098.4 43127.9
7.79413 -0.5827110248459966 24107.9 43174.5
7.79463 -0.5830161780934063 24107.1 43186.2
7.79513 -0.5830771916452817 24102.6 43180.8
7.79563 -0.5836815493595903 24102.8 43207.3
7.79613 -0.5838618844668279 24103.0 43215.5
7.79663 -0.5842064125309401 24106.3 43236.2
7.79713 -0.5846062930511644 24103.9 43249.3
7.79763 -0.5849184476821088 24102.1 43259.4
7.79813 -0.5850430743033112 24103.0 43266.5
7.79863 -0.5852057416060266 24097.5 43263.6
7.79913 -0.5856244193264608 24093.9 43275.3
7.79963 -0.586045803012777 24105.6 43314.5
7.80013 -0.5864452177794741 24109.6 43339.1
7.80063 -0.5868276384285903 24106.6 43350.3
7.80113 -0.5871118467195058 24098.5 43348.1
7.80163 -0.587487124639227 24105.9 43377.6
7.80213 -0.5876971491949989 24109.6 43393.5
7.80263 -0.5882143194483644 24092.5 43385.0
7.80313 -0.5884455001836385 24095.1 43399.7
7.80363 -0.5886329585351993 24090.0 43398.7
7.80413 -0.588959277594242 24100.8 43432.3
7.80463 -0.5893732083132164 24101.9 43452.4
7.80513 -0.5895468900848555 24091.7 43441.5
7.80563 -0.5898152005511687 24086.6 43443.9
7.80613 -0.5902878607761577 24084.3 43460.3
7.80663 -0.5904657819104309 24075.9 43453.0
7.80713 -0.590821566576736 24069.5 43456.9
7.80763 -0.5908964705331818 24100.1 43515.3
7.80813 -0.5911766009871424 24080.9 43492.9
7.80863 -0.5917476105750235 24080.0 43516.0
7.80913 -0.5920198389787478 24073.4 43516.0
7.80963 -0.5925679789241284 24073.9 43540.7
7.81013 -0.5929192552484729 24079.6 43566.2
7.81063 -0.5931442161557997 24065.5 43550.6
7.81113 -0.5931967151245167 24066.8 43555.3
7.81163 -0.5935618344788692 24066.9 43571.4
7.81213 -0.5939072623316387 24071.4 43594.5
7.81263 -0.5943790764853544 24077.0 43625.3
7.81313 -0.5948808332724523 24071.6 43637.4
7.81363 -0.5950777326162474 24062.0 43628.5
7.81413 -0.5954210359806228 24063.5 43646.2
7.81463 -0.5955809037209238 24068.0 43661.4
7.81513 -0.5961992899985864 24067.2 43686.9
7.81563 -0.5968004887939119 24057.5 43695.5
7.81613 -0.5965010284345199 24043.2 43656.5
7.81663 -0.5970488619816816 24056.5 43704.7
7.81713 -0.5974354442482503 24050.6 43710.8
7.81763 -0.5977017783277458 24055.6 43731.6
7.81813 -0.5979751622635062 24060.0 43751.4
7.81863 -0.5984579014519222 24048.8 43752.2
7.81913 -0.5988712656003549 24049.7 43771.9
7.81963 -0.59922893072483 24057.3 43801.4
7.82013 -0.5998114094745197 24053.2 43819.6
7.82063 -0.6003443768559408 24050.3 43837.6
7.82113 -0.6003850494279626 24049.5 43837.9
7.82163 -0.6005895039484872 24043.1 43835.2
7.82213 -0.6009587936086095 24038.1 43842.3
7.82263 -0.600984370705607 24039.0 43845.0
7.82313 -0.6015818398710898 24038.1 43869.6
7.82363 -0.6019051698637254 24043.7 43894.1
7.82413 -0.602380680955514 24036.7 43902.0
7.82463 -0.6028838652056341 24032.6 43916.8
7.82513 -0.6029041388942392 24040.6 43932.2
7.82563 -0.6032415323624338 24042.8 43951.2
7.82613 -0.6038006674874347 24032.5 43956.8
7.82663 -0.6041430955414643 24026.7 43961.3
7.82713 -0.6045208457444239 24029.8 43983.6
7.82763 -0.6048874069250123 24025.8 43992.4
7.82813 -0.6049557510216431 24034.5 44011.3
7.82863 -0.6052559366617077 24036.2 44027.5
7.82913 -0.6056574530961515 24029.0 44032.1
7.82963 -0.6057821763950884 24028.0 44035.8
7.83013 -0.6066044350844648 24018.4 44054.4
7.83063 -0.6068149425999292 24027.3 44080.0
7.83113 -0.6071472482237652 24034.3 44107.5
7.83163 -0.6074951381479784 24030.9 44116.6
7.83213 -0.6077646662912437 24026.8 44121.0
7.83263 -0.6079201806960065 24024.4 44123.5
7.83313 -0.6082298279151352 24020.8 44130.5
7.83363 -0.6087990563314589 24020.5 44155.0
7.83413 -0.6093069895269593 24021.9 44180.0
7.83463 -0.6096049473949635 24014.4 44179.4
7.83513 -0.6099840426197096 24016.6 44200.2
7.83563 -0.6103364411211434 24020.5 44222.9
7.83613 -0.6107684660450394 24008.6 44220.1
7.83663 -0.6110767881208176 24021.2 44257.1
7.83713 -0.6112261482599682 24019.0 44259.6
7.83763 -0.6117559531893175 24017.3 44279.8
7.83813 -0.6120578781252368 24009.1 44278.1
7.83863 -0.6124106213855647 24009.7 44294.9
7.83913 -0.6127510602647178 24012.0 44314.1
7.83963 -0.6131388077361872 24009.7 44327.2
7.84013 -0.6135834590511597 24008.7 44344.9
7.84063 -0.6139016736210149 24008.7 44359.0
7.84113 -0.6143638685203976 24004.6 44372.1
7.84163 -0.6146432361680306 24003.9 44383.1
7.84213 -0.6147437361248067 24010.7 44400.2
7.84263 -0.6152539037893933 24002.5 44407.6
7.84313 -0.6159497918894704 23986.9 44409.8
